Date,Open,High,Low,Close,Adj Close,Volume
2022-05-18,6.736200,6.756500,6.732000,6.736200,6.736200,0
2022-05-19,6.753400,6.767400,6.711400,6.753400,6.753400,0
2022-05-20,6.712100,6.730500,6.665800,6.712100,6.712100,0
2022-05-23,6.692000,6.692100,6.645600,6.692000,6.692000,0
2022-05-24,6.649800,6.678800,6.649200,6.649800,6.649800,0
2022-05-25,6.653000,6.696700,6.652700,6.653000,6.653000,0
2022-05-26,6.691700,6.748000,6.690600,6.691700,6.691700,0
2022-05-27,6.737800,6.746600,6.687800,6.737800,6.737800,0
2022-05-30,6.697600,6.699900,6.645200,6.697600,6.697600,0
2022-05-31,6.660300,6.674000,6.644700,6.660300,6.660300,0
2022-06-01,6.671700,6.697800,6.664700,6.671700,6.671700,0
2022-06-02,6.685200,6.704900,6.659100,6.685200,6.685200,0
2022-06-03,6.659200,6.659600,6.659200,6.659200,6.659200,0
2022-06-06,6.659300,6.659300,6.632200,6.659300,6.659300,0
2022-06-07,6.652900,6.678000,6.652800,6.652900,6.652900,0
2022-06-08,6.669700,6.694500,6.661800,6.669700,6.669700,0
2022-06-09,6.682700,6.697500,6.664000,6.682700,6.682700,0
2022-06-10,6.690800,6.716300,6.678000,6.690800,6.690800,0
2022-06-13,6.707900,6.758200,6.707600,6.707900,6.707900,0
2022-06-14,6.753500,6.760100,6.712600,6.753500,6.753500,0
2022-06-15,6.739500,6.740000,6.704200,6.739500,6.739500,0
2022-06-16,6.712300,6.716400,6.691200,6.712300,6.712300,0
2022-06-17,6.703400,6.717000,6.689700,6.703400,6.703400,0
2022-06-20,6.715700,6.715700,6.672700,6.715700,6.715700,0
2022-06-21,6.691400,6.699700,6.671000,6.691400,6.691400,0
2022-06-22,6.688400,6.725000,6.688000,6.688400,6.688400,0
2022-06-23,6.701100,6.713400,6.688800,6.701100,6.701100,0
2022-06-24,6.697300,6.698400,6.679800,6.697300,6.697300,0
2022-06-27,6.688800,6.692700,6.676400,6.688800,6.688800,0
2022-06-28,6.690700,6.710500,6.674300,6.690700,6.690700,0
2022-06-29,6.707300,6.708000,6.681100,6.707300,6.707300,0
2022-06-30,6.699800,6.703500,6.684400,6.699800,6.699800,0
2022-07-01,6.698200,6.715600,6.693700,6.698200,6.698200,0
2022-07-04,6.700500,6.700800,6.681200,6.700500,6.700500,0
2022-07-05,6.698600,6.722300,6.683600,6.698600,6.698600,0
2022-07-06,6.718800,6.718900,6.696800,6.718800,6.718800,0
2022-07-07,6.706500,6.711900,6.689400,6.706500,6.706500,0
2022-07-08,6.700500,6.706600,6.692300,6.700500,6.700500,0
2022-07-11,6.694300,6.718200,6.694200,6.694300,6.694300,0
2022-07-12,6.717200,6.736300,6.714800,6.717200,6.717200,0
2022-07-13,6.723300,6.737000,6.708700,6.723300,6.723300,0
2022-07-14,6.717600,6.766400,6.716700,6.717600,6.717600,0
2022-07-15,6.755200,6.767500,6.739400,6.755200,6.755200,0
2022-07-18,6.756500,6.756500,6.731000,6.756500,6.756500,0
2022-07-19,6.742300,6.752200,6.737100,6.742300,6.742300,0
2022-07-20,6.743700,6.754800,6.735400,6.743700,6.743700,0
2022-07-21,6.754900,6.769900,6.750800,6.754900,6.754900,0
2022-07-22,6.765600,6.770100,6.741000,6.765600,6.765600,0
2022-07-25,6.750500,6.756700,6.739400,6.750500,6.750500,0
2022-07-26,6.749500,6.764200,6.735300,6.749500,6.749500,0
2022-07-27,6.762300,6.767700,6.741500,6.762300,6.762300,0
2022-07-28,6.757400,6.757800,6.734600,6.757400,6.757400,0
2022-07-29,6.745800,6.750800,6.727500,6.745800,6.745800,0
2022-08-01,6.743200,6.773200,6.741900,6.743200,6.743200,0
2022-08-02,6.767700,6.780900,6.748400,6.767700,6.767700,0
2022-08-03,6.751800,6.757400,6.743000,6.751800,6.751800,0
2022-08-04,6.757000,6.757800,6.740500,6.757000,6.757000,0
2022-08-05,6.747800,6.761500,6.731700,6.747800,6.747800,0
2022-08-08,6.760900,6.763800,6.749100,6.760900,6.760900,0
2022-08-09,6.749900,6.757200,6.745500,6.749900,6.749900,0
2022-08-10,6.751700,6.759000,6.722300,6.751700,6.751700,0
2022-08-11,6.722800,6.743700,6.722700,6.722800,6.722800,0
2022-08-12,6.743600,6.745400,6.725700,6.743600,6.743600,0
2022-08-15,6.741800,6.773100,6.741500,6.741800,6.741800,0
2022-08-16,6.772000,6.796300,6.772000,6.772000,6.772000,0
2022-08-17,6.787400,6.787400,6.761900,6.787400,6.787400,0
2022-08-18,6.779900,6.795100,6.775700,6.779900,6.779900,0
2022-08-19,6.784600,6.817800,6.784600,6.784600,6.784600,0
2022-08-22,6.815700,6.849600,6.815600,6.815700,6.815700,0
2022-08-23,6.847900,6.864600,6.832100,6.847900,6.847900,0
2022-08-24,6.833600,6.867900,6.833600,6.833600,6.833600,0
2022-08-25,6.858500,6.858600,6.839300,6.858500,6.858500,0
2022-08-26,6.848300,6.871600,6.846000,6.848300,6.848300,0
2022-08-29,6.870800,6.921400,6.870700,6.870800,6.870800,0
2022-08-30,6.907000,6.920400,6.892500,6.907000,6.907000,0
2022-08-31,6.910800,6.914100,6.879600,6.910800,6.910800,0
2022-09-01,6.888900,6.907000,6.888900,6.888900,6.888900,0
2022-09-02,6.905500,6.908100,6.890800,6.905500,6.905500,0
2022-09-05,6.899000,6.942200,6.898900,6.899000,6.899000,0
2022-09-06,6.933100,6.964300,6.929000,6.933100,6.933100,0
2022-09-07,6.953100,6.978600,6.952900,6.953100,6.953100,0
2022-09-08,6.965300,6.967800,6.947200,6.965300,6.965300,0
2022-09-09,6.956500,6.956600,6.908700,6.956500,6.956500,0
2022-09-12,6.925500,6.925500,6.925000,6.925500,6.925500,0
2022-09-13,6.925000,6.931700,6.911000,6.925000,6.925000,0
2022-09-14,6.924100,6.970300,6.923500,6.924100,6.924100,0
2022-09-15,6.961000,6.995100,6.956300,6.961000,6.961000,0
2022-09-16,6.993000,7.024500,6.982700,6.993000,6.993000,0
2022-09-19,6.979000,7.019400,6.978800,6.979000,6.979000,0
2022-09-20,7.005600,7.020100,6.996400,7.005600,7.005600,0
2022-09-21,7.017200,7.053200,7.017200,7.017200,7.017200,0
2022-09-22,7.047900,7.094400,7.047900,7.047900,7.047900,0
2022-09-23,7.076600,7.127400,7.076600,7.076600,7.076600,0
2022-09-26,7.127400,7.166500,7.127300,7.127400,7.127400,0
2022-09-27,7.148000,7.177400,7.139200,7.148000,7.148000,0
2022-09-28,7.176800,7.249500,7.176400,7.176800,7.176800,0
2022-09-29,7.199000,7.209800,7.115200,7.199000,7.199000,0
2022-09-30,7.123900,7.133200,7.083100,7.123900,7.123900,0
2022-10-03,7.115000,7.115100,7.114900,7.115000,7.115000,0
2022-10-04,7.114900,7.115000,7.114900,7.114900,7.114900,0
2022-10-05,7.115000,7.115100,7.115000,7.115000,7.115000,0
2022-10-06,7.115000,7.115100,7.115000,7.115000,7.115000,0
2022-10-07,7.115000,7.115300,7.114900,7.115000,7.115000,0
2022-10-10,7.115000,7.153500,7.107600,7.115000,7.115000,0
2022-10-11,7.153600,7.193600,7.151400,7.153600,7.153600,0
2022-10-12,7.164400,7.189500,7.150900,7.164400,7.164400,0
2022-10-13,7.174100,7.219800,7.166400,7.174100,7.174100,0
2022-10-14,7.169500,7.199300,7.161600,7.169500,7.169500,0
2022-10-17,7.190000,7.204800,7.186900,7.190000,7.190000,0
2022-10-18,7.195500,7.201100,7.182600,7.195500,7.195500,0
2022-10-19,7.200600,7.229000,7.197200,7.200600,7.200600,0
2022-10-20,7.227300,7.242300,7.212600,7.227300,7.227300,0
2022-10-21,7.215800,7.249900,7.215400,7.215800,7.215800,0
2022-10-23,7.239900,7.239900,7.239900,7.239900,7.239900,0
